#Frame     RMSD_00002
 4745485       4.6882
 4438045       4.6889
 3894632       4.6892
 3809575       4.6896
 4241842       4.6901
 4214862       4.6905
 4440979       4.6911
 6958016       4.6912
 6955097       4.6915
10567135       4.6924
 3791715       4.6934
 4186347       4.6936
10496602       4.6958
 6952217       4.6960
 7342061       4.6963
 3860076       4.6964
 3892527       4.6969
10496630       4.6970
 4129695       4.6972
 4236079       4.6975
 9386779       4.6976
 4129908       4.6978
 9415836       4.6979
 9305766       4.6980
 4747085       4.6982
 7337581       4.6984
 9698022       4.6987
 9386831       4.6988
 9415846       4.6991
 9305820       4.6992
 7340928       4.6993
 8575893       4.6996
10571135       4.6997
 3791735       4.6998
 6957976       4.7000
 6378902       4.7002
 7332435       4.7007
10572468       4.7009
 3791282       4.7018
 8792983       4.7019
 4214873       4.7021
 7342123       4.7026
 3860115       4.7028
 8783503       4.7030
 8793222       4.7031
 3791589       4.7033
 4004105       4.7035
 4746765       4.7037
 4236082       4.7039
 8783623       4.7042
 7327872       4.7044
 9307900       4.7045
 8586299       4.7047
 7337643       4.7048
 7342047       4.7051
 9418012       4.7054
 9307953       4.7056
 7340989       4.7057
11325971       4.7058
 4203043       4.7060
 7331640       4.7061
 7329240       4.7062
 6378955       4.7066
 3808335       4.7069
 7332470       4.7071
 7337568       4.7073
 9306886       4.7074
 9388693       4.7080
 3637642       4.7081
 4214906       4.7085
 6380822       4.7087
 3894471       4.7090
 6379061       4.7091
 9388746       4.7092
 7332431       4.7095
 4004340       4.7099
11324665       4.7102
 4197442       4.7106
 3792756       4.7107
 9412048       4.7111
 7029950       4.7114
 3791229       4.7117
 6992233       4.7118
 7331684       4.7125
 4185940       4.7126
 9279734       4.7131
 3808374       4.7132
 6369552       4.7133
 7337630       4.7136
11327118       4.7138
 3637455       4.7139
 9279645       4.7142
 3637668       4.7145
 7331630       4.7149
 7329231       4.7150
 6380876       4.7151
 8607364       4.7153
 6379222       4.7154
 6369685       4.7158
 7332466       4.7159
 4187486       4.7160
 3637179       4.7161
 8610032       4.7164
 9409922       4.7165
10465077       4.7168
 3792775       4.7170
 3892385       4.7175
 7030190       4.7177
 7328004       4.7180
 6992447       4.7182
 3638076       4.7183
 9414287       4.7187
 9424011       4.7189
11323369       4.7192
 7036830       4.7194
 3792323       4.7195
 3637482       4.7202
 7327862       4.7205
 3792628       4.7206
 7331675       4.7213
 7329275       4.7214
 4233466       4.7217
 3636414       4.7220
 6369526       4.7221
 6370218       4.7223
 3637295       4.7224
10484257       4.7225
10484283       4.7237
 3637952       4.7238
 6381142       4.7239
 7029643       4.7241
10464524       4.7243
 3636404       4.7246
 9381998       4.7247
 6370325       4.7248
 9426224       4.7253
10464577       4.7255
 9421938       4.7257
 3792336       4.7258
 9426252       4.7265
 7327987       4.7268
 4015064       4.7270
 4081493       4.7273
 3999414       4.7275
 4233470       4.7281
 3636647       4.7283
 4213775       4.7291
 3637828       4.7293
 9410918       4.7296
 4200243       4.7299
 3637971       4.7302
 7029749       4.7304
 6105056       4.7308
 6370484       4.7311
 8372330       4.7313
 8681863       4.7316
 7029970       4.7320
 7036670       4.7321
 4947537       4.7323
 8372357       4.7325
 4015371       4.7333
 4207242       4.7337
 3999629       4.7338
 8374304       4.7341
 9409402       4.7346
 8374331       4.7353
 8681640       4.7355
 3637845       4.7356
 7040030       4.7357
 7598622       4.7362
 8681663       4.7367
 6105096       4.7371
 9384912       4.7373
 9422865       4.7374
 8754073       4.7376
 9413153       4.7380
 7030210       4.7384
 9422891       4.7386
 8754110       4.7391
 9413166       4.7392
10467477       4.7403
 4947609       4.7406
10464445       4.7415
 4213777       4.7417
 7040110       4.7420
 7598697       4.7426
 9512021       4.7433
 9420805       4.7443
 9512065       4.7445
 7029629       4.7447
10527685       4.7451
10875633       4.7452
 9420819       4.7455
 9425104       4.7458
10484111       4.7460
 4207243       4.7462
10527819       4.7463
10875642       4.7464
 4010369       4.7467
 9425132       4.7470
10484191       4.7472
10464697       4.7478
 7901590       4.7479
 4213781       4.7480
 7039870       4.7483
 9380562       4.7488
 3647070       4.7490
 4438018       4.7496
 9380601       4.7500
 4947502       4.7504
 7029736       4.7510
 9517302       4.7519
 4183701       4.7520
 4207246       4.7525
 4010584       4.7530
 9517357       4.7531
 4211256       4.7533
 7598991       4.7534
10875757       4.7535
 7901697       4.7537
10465443       4.7542
 9509571       4.7545
 7039924       4.7546
10875766       4.7547
 8575242       4.7551
 3647085       4.7553
10465523       4.7554
 6097217       4.7555
 7996636       4.7556
 9509624       4.7557
 7901323       4.7558
 8575408       4.7563
 7898741       4.7567
 3818735       4.7570
 7902568       4.7580
 4181783       4.7588
 4947574       4.7592
 6932884       4.7593
 7599044       4.7597
 8754038       4.7602
 8754003       4.7604
 9281590       4.7605
 4747707       4.7613
 7901057       4.7616
 7898635       4.7617
 6097244       4.7618
 7898351       4.7625
 3990647       4.7627
 6937683       4.7631
 3818775       4.7633
 7902425       4.7634
 7902248       4.7635
 4745165       4.7641
 9625329       4.7642
 9286070       4.7643
10875553       4.7644
 8575232       4.7653
 9625418       4.7654
 6933017       4.7655
 8575334       4.7664
 8575255       4.7665
 7996738       4.7669
 3646666       4.7675
 7898208       4.7676
 6935283       4.7678
 9393489       4.7679
 6932858       4.7680
 3670296       4.7681
 3822734       4.7684
10469536       4.7686
 7902070       4.7689
 3990655       4.7690
10532869       4.7691
10526950       4.7692
 6937816       4.7694
10469563       4.7698
 4744596       4.7701
 9283910       4.7702
 3989939       4.7709
 4118813       4.7711
 5656849       4.7713
 4747991       4.7715
 6937657       4.7718
 4743957       4.7719
10875722       4.7720
 4947679       4.7723
 9288309       4.7731
 4278932       4.7732
 4043634       4.7737
 3646680       4.7738
 6935417       4.7741
 6932991       4.7742
 9288389       4.7743
 3822774       4.7747
10474657       4.7753
 4036435       4.7761
10474683       4.7764
 6935257       4.7765
 8753715       4.7767
 8575440       4.7768
 4040966       4.7769
10472095       4.7770
 3991010       4.7772
 4118831       4.7774
 5656876       4.7776
 3793362       4.7778
 8575468       4.7779
 6937790       4.7781
 6097564       4.7782
 5657009       4.7784
 4033766       4.7794
 4279110       4.7795
 4278954       4.7796
 4043828       4.7799
 6940056       4.7806
 3990469       4.7807
 3817535       4.7810
 4182983       4.7820
 4036622       4.7823
 4181381       4.7825
 8871353       4.7827
 6935390       4.7828
 8789183       4.7830
 4041099       4.7831
 4747565       4.7833
 8753706       4.7837
 8872285       4.7838
 3793375       4.7840
 9325541       4.7841
 8789236       4.7842
 9412141       4.7844
 3655516       4.7846
 5657036       4.7847
 9383776       4.7851
 9325594       4.7853
 9412155       4.7856
 4033899       4.7857
 4279132       4.7858
10532003       4.7867
 3990477       4.7869
 3817574       4.7873
 3793309       4.7875
10532069       4.7879
 4437991       4.7881
 4119524       4.7890
 3990824       4.7894
 8753687       4.7902
 9327248       4.7907
 3655542       4.7909
 4947644       4.7918
 9327301       4.7919
 9414379       4.7920
 9392582       4.7921
 7910874       4.7924
 3821535       4.7925
 9590066       4.7926
 8871252       4.7928
 9414392       4.7931
 4747849       4.7936
 9590092       4.7937
 8871625       4.7939
 8871243       4.7940
 9402509       4.7942
 8871678       4.7950
 4119541       4.7952
 9402589       4.7953
 3990832       4.7956
 3958561       4.7978
10474509       4.7985
 3821574       4.7988
 8753608       4.7991
 8753501       4.7993
 9328101       4.7996
10474590       4.7997
 7911122       4.7998
 8607757       4.8001
10471949       4.8002
 9328155       4.8007
 8607811       4.8013
 4170112       4.8014
 8812011       4.8015
 8808173       4.8016
 8871253       4.8019
 8808492       4.8027
 8871486       4.8031
 3654769       4.8036
 9411025       4.8038
 8872692       4.8042
 9570832       4.8047
 9411038       4.8050
 8872718       4.8053
 4280072       4.8057
 4434262       4.8059
 8753599       4.8060
 8753493       4.8063
 4189128       4.8064
 4129699       4.8066
 9450288       4.8068
 9379683       4.8071
 4129913       4.8072
10477070       4.8074
 8790709       4.8077
 4947129       4.8078
 8606264       4.8080
 9379782       4.8082
 6100311       4.8083
10477150       4.8085
 8790763       4.8089
 8606317       4.8092
 4434272       4.8098
 3654796       4.8099
 8774644       4.8104
 3789754       4.8105
10878496       4.8108
 8774698       4.8115
 4280106       4.8119
10878505       4.8120
 9413259       4.8121
 8753582       4.8125
 4189227       4.8126
 8753475       4.8127
 9508700       4.8128
 3647072       4.8129
 6097911       4.8130
 8774475       4.8131
 3621216       4.8133
 9508717       4.8140
 8774484       4.8142
 4438297       4.8143
 6100577       4.8146
 9569319       4.8147
 4119169       4.8155
 9569345       4.8158
 3789781       4.8167
 4278505       4.8168
 6100257       4.8170
 6102710       4.8171
 9397346       4.8173
10878779       4.8177
 3958507       4.8183
 9398146       4.8184
 4434271       4.8185
 3958720       4.8189
 3647087       4.8191
 6098178       4.8192
 3781678       4.8193
 3621221       4.8195
 4170059       4.8198
 3789701       4.8202
 8605517       4.8214
 6097858       4.8216
 4119186       4.8217
 4279808       4.8225
 8605570       4.8226
 4278507       4.8230
 6100524       4.8232
 6102977       4.8233
 3806773       4.8234
 4434372       4.8238
 5491460       4.8248
 9506300       4.8249
 6102657       4.8257
 4036431       4.8264
 9439488       4.8274
 3790286       4.8277
 4129854       4.8278
 3989940       4.8280
 9465131       4.8283
 7912294       4.8284
 7900737       4.8285
 9439523       4.8286
 4279835       4.8287
10878354       4.8291
 4278570       4.8292
 9465453       4.8294
10878363       4.8303
 5491512       4.8310
 3646669       4.8312
 7898922       4.8315
 6102923       4.8319
10500928       4.8322
 4036617       4.8326
 5492098       4.8328
10501035       4.8333
 3790314       4.8339
 3989948       4.8342
 7900843       4.8344
 3990117       4.8349
 7318862       4.8359
 7900630       4.8362
10878638       4.8364
10496282       4.8366
 4170257       4.8367
 7897890       4.8373
 3646682       4.8374
10874793       4.8376
10496363       4.8377
 7910502       4.8380
 9512007       4.8387
 9465137       4.8388
 5492152       4.8390
 3958614       4.8395
 9512051       4.8398
 9465110       4.8399
 4277884       4.8407
 3990125       4.8411
 4748419       4.8412
 4947250       4.8414
10554317       4.8417
 7318890       4.8421
10554343       4.8428
 8536946       4.8438
 4231509       4.8448
 8537179       4.8450
 4892669       4.8457
10884811       4.8460
 4277886       4.8468
 4277902       4.8469
 7319183       4.8471
10884826       4.8472
10883712       4.8476
 3672188       4.8479
 3655520       4.8481
 4043631       4.8487
10883980       4.8488
 8537911       4.8494
 9509555       4.8497
10557329       4.8499
 9439630       4.8504
 8537938       4.8506
 8740258       4.8508
 8538017       4.8512
 9439665       4.8515
 4892686       4.8518
 4231881       4.8520
 8740293       4.8522
 8538045       4.8523
 4748987       4.8524
 3657009       4.8528
 4277904       4.8530
 7319210       4.8533
 3990028       4.8536
 4892882       4.8538
 3655546       4.8543
 7908292       4.8546
 3964800       4.8549
10884918       4.8551
 9291074       4.8552
 4170204       4.8555
10884931       4.8562
 9291181       4.8563
10467210       4.8570
 3781658       4.8574
10464544       4.8581
10874792       4.8589
 3657028       4.8590
 4231136       4.8595
 3990036       4.8597
 4892900       4.8599
10874693       4.8600
 3638193       4.8602
10498877       4.8604
 8753243       4.8605
 4127562       4.8611
 4184394       4.8615
10498976       4.8616
 3791642       4.8622
 4696401       4.8625
10484098       4.8626
10555650       4.8628
 3989949       4.8631
 4892562       4.8634
10484177       4.8637
 4434609       4.8638
 4748133       4.8639
 4010370       4.8640
10464684       4.8643
10554157       4.8646
10884759       4.8648
10464435       4.8654
10554184       4.8657
10884772       4.8659
 9381519       4.8663
 3638228       4.8664
 3654774       4.8669
 9517286       4.8672
 4127588       4.8673
 9381599       4.8674
 4746125       4.8682
 4696116       4.8683
 3791649       4.8684
 3999415       4.8688
 3990223       4.8693
 9467798       4.8694
 4892580       4.8695
 4010585       4.8702
 9597957       4.8703
 9467835       4.8705
 3672068       4.8706
 4434364       4.8707
 9597983       4.8714
 8838699       4.8716
10465509       4.8717
 3791575       4.8718
 3656635       4.8719
 9427631       4.8720
 3990336       4.8721
10557169       4.8727
 8740222       4.8728
 3654800       4.8730
 8740186       4.8731
10884865       4.8743
 3671160       4.8748
 3999630       4.8749
 4434596       4.8750
 4184395       4.8751
10884878       4.8755
 9415392       4.8757
 9415406       4.8768
 5464770       4.8769
 9593262       4.8772
 9384393       4.8774
 4434485       4.8775
 8107758       4.8778
 4892793       4.8780
 3656653       4.8781
 4746552       4.8782
 3990349       4.8783
 9384473       4.8786
 3792682       4.8789
 8107751       4.8790
 9594116       4.8794
 4185140       4.8795
 4128148       4.8798
 3657383       4.8801
 9594125       4.8805
 9599448       4.8811
 3672347       4.8817
 4184398       4.8818
10872955       4.8822
 4434396       4.8823
 9409307       4.8829
 5475102       4.8831
10872964       4.8833
 9409627       4.8840
 5464670       4.8842
 7910501       4.8847
 3671441       4.8849
 3792689       4.8850
 4128187       4.8859
 4122442       4.8861
 3657400       4.8862
 8753190       4.8869
 9543315       4.8875
 4127028       4.8877
 8753084       4.8881
 3792615       4.8884
 9543126       4.8886
 4434337       4.8888
10874248       4.8889
 9599982       4.8895
 9380081       4.8897
10873999       4.8898
 5465302       4.8903
 4946696       4.8904
 9600008       4.8907
 4745911       4.8909
10874018       4.8910
 3990182       4.8913
 8608505       4.8919
10873603       4.8920
 9598808       4.8921
 7024029       4.8927
 3964587       4.8929
 8608558       4.8931
 9598835       4.8932
 4127054       4.8938
 9310086       4.8942
 7021150       4.8944
10873065       4.8955
 4434391       4.8960
 7911547       4.8963
 5466903       4.8966
10872965       4.8967
 9592835       4.8969
10873444       4.8973
 3990216       4.8974
 3671041       4.8975
 9545422       4.8979
 9592844       4.8980
10873457       4.8985
 7024136       4.8988
 9545480       4.8990
 9593689       4.8993
 7021257       4.9005
 9508704       4.9007
 3991237       4.9008
 4746338       4.9009
 7026911       4.9010
 9508722       4.9019
 9383038       4.9021
 4186340       4.9023
10873124       4.9026
 9310886       4.9032
 4213776       4.9036
10873150       4.9037
 4170363       4.9042
 9310940       4.9043
 7910492       4.9045
 7023869       4.9050
 8594023       4.9061
 9548662       4.9063
 7020990       4.9067
 3991180       4.9069
 7027016       4.9071
10469376       4.9073
 9548699       4.9074
 3671321       4.9075
10520555       4.9076
 8380738       4.9078
 4947396       4.9082
10469457       4.9085
10520661       4.9087
 8380747       4.9089
 4118601       4.9092
 9543094       4.9093
 4891751       4.9099
 9543174       4.9105
 7023923       4.9111
 9506260       4.9114
 4170470       4.9115
10518634       4.9116
 3991238       4.9119
 8592024       4.9122
 9506313       4.9126
 7021044       4.9128
 7026750       4.9132
 8592104       4.9133
10474496       4.9138
10890159       4.9145
10474576       4.9149
 4118600       4.9153
 3657013       4.9154
10471936       4.9155
 4850611       4.9156
 4891769       4.9160
10472016       4.9166
 4891964       4.9167
 4186341       4.9172
 3868839       4.9177
 3991179       4.9180
 3991241       4.9181
 7026804       4.9193
 3995681       4.9194
 4947240       4.9198
 8593145       4.9200
 4004103       4.9201
10890464       4.9207
 8593224       4.9211
 4850468       4.9214
 3657032       4.9215
10890477       4.9218
10477057       4.9224
 3638197       4.9227
 4891982       4.9228
 4170311       4.9231
 4186345       4.9236
 3868856       4.9237
 3992040       4.9241
 9594541       4.9246
 3995868       4.9255
 8380630       4.9257
 9594560       4.9258
 6140331       4.9259
 4004338       4.9261
 8591064       4.9262
 8740009       4.9265
 8752731       4.9267
 8380639       4.9269
 8753404       4.9271
 9512062       4.9272
 8591145       4.9274
 4179746       4.9278
 4947289       4.9279
 6340850       4.9281
 3638192       4.9288
10519274       4.9290
 9554549       4.9293
10519381       4.9302
10524786       4.9305
 3995682       4.9307
 4170417       4.9312
 6140865       4.9320
 3868484       4.9321
10890092       4.9322
 4239943       4.9325
10521835       4.9334
 6341383       4.9336
 4891716       4.9339
 6340484       4.9342
 3656640       4.9343
10521959       4.9345
 3685216       4.9348
 4891858       4.9350
 3995869       4.9367
 3995685       4.9368
 9509568       4.9369
 6185130       4.9370
 4220029       4.9378
 9509621       4.9380
 3868501       4.9382
 8578959       4.9389
 6341916       4.9397
10890411       4.9403
 3618345       4.9404
 3685220       4.9409
 4891875       4.9411
10890425       4.9414
 4015058       4.9421
 3657387       4.9424
 3995872       4.9429
 6185664       4.9430
 9598090       4.9435
 4892083       4.9444
 4240743       4.9445
 6186730       4.9454
 8579190       4.9462
 3806945       4.9463
 3618354       4.9465
 4219282       4.9468
 8579199       4.9473
10521960       4.9479
 4015364       4.9482
 3657405       4.9484
 4181061       4.9497
 4185854       4.9503
 4892109       4.9505
 9600618       4.9509
10523329       4.9511
 8839551       4.9512
 6188330       4.9514
10527683       4.9518
 9600654       4.9520
 3685092       4.9522
 8839605       4.9523
10527817       4.9530
 9599537       4.9531
 4892403       4.9533
 4196464       4.9536
 4179995       4.9539
 4219655       4.9540
 9517299       4.9541
 4015059       4.9542
10521963       4.9545
 7081721       4.9548
 8753051       4.9551
10927065       4.9552
 8839093       4.9553
10874958       4.9554
 3671560       4.9556
 7086681       4.9563
 8839259       4.9564
10874985       4.9565
 7909034       4.9569
 8380845       4.9573
 7909167       4.9575
 3685096       4.9582
 8380853       4.9584
 7091322       4.9588
 4239544       4.9591
 4434202       4.9592
 4892429       4.9593
 3705814       4.9598
 8839083       4.9599
 4015062       4.9602
 7081881       4.9609
 4021502       4.9610
 9600090       4.9614
 3806919       4.9615
 3807323       4.9619
10911069       4.9620
 4218910       4.9621
 7907308       4.9623
 7086202       4.9624
 9600116       4.9625
10542315       4.9627
 4891799       4.9628
10911096       4.9631
 3788655       4.9638
 9598915       4.9639
 8753044       4.9644
 4179996       4.9648
 9597856       4.9649
 9598941       4.9650
 3705819       4.9658
 4015369       4.9662
 3705876       4.9665
 3671680       4.9666
 7081401       4.9669
 4021671       4.9670
 3807556       4.9680
 8739848       4.9682
 7890208       4.9683
 7086308       4.9684
 8742198       4.9686
 4891699       4.9688
 7890222       4.9694
10529177       4.9696
 9590062       4.9697
 3788699       4.9698
10539274       4.9699
10915220       4.9705
10529363       4.9707
 7070040       4.9708
 4179999       4.9709
10539381       4.9710
 4239444       4.9716
10914446       4.9717
 9601118       4.9720
 4892242       4.9722
 4180740       4.9723
 3705880       4.9725
10914473       4.9728
 4181781       4.9729
10926923       4.9730
 5284512       4.9731
 3788477       4.9732
 8591165       4.9734
10532671       4.9736
 7889889       4.9737
10926940       4.9741
 8591431       4.9745
10532861       4.9747
 8046008       4.9748
 7889916       4.9749
10540768       4.9755
 3789810       4.9757
 7276716       4.9758
 8046026       4.9760
10540874       4.9766
 9279655       4.9767
 7070148       4.9768
 7091107       4.9769
 7075802       4.9772
 3705752       4.9775
 9279754       4.9778
 7891506       4.9779
 4892270       4.9782
 3613558       4.9786
 3784947       4.9789
 7891524       4.9791
 5284547       4.9792
 8597303       4.9803
10916526       4.9807
 9279755       4.9808
 9450388       4.9811
 8743264       4.9813
 7892274       4.9814
 3789854       4.9817
 9281291       4.9819
 9452721       4.9822
 9606521       4.9823
 7889880       4.9825
 7069881       4.9829
10537782       4.9830
 7891080       4.9831
 7075908       4.9832
 9606899       4.9834
 3705756       4.9836
 9290781       4.9839
 7976876       4.9840
 6119264       4.9841
 7891116       4.9842
 7890884       4.9843
10911122       4.9844
 3613591       4.9846
 8579556       4.9848
 3784960       4.9849
 9290782       4.9850
 3789632       4.9851
 9570830       4.9853
10911150       4.9855
 8613552       4.9856
 7078681       4.9857
 9291048       4.9863
 9299580       4.9866
 8613819       4.9867
 3784573       4.9868
 9291154       4.9874
 9299659       4.9877
10532672       4.9882
 7890440       4.9883
 7069934       4.9889
 8751849       4.9890
 7075642       4.9892
10532862       4.9893
 7890475       4.9894
 6120331       4.9901
 8579795       4.9903
 7072762       4.9909
 6016414       4.9912
 8579804       4.9914
 7078788       4.9917
 3807266       4.9920
 3784588       4.9928
 7903101       4.9938
 3707939       4.9940
 9292753       4.9942
10532675       4.9945
 4182981       4.9948
10914527       4.9951
 3783196       4.9952
 9292807       4.9953
10532867       4.9956
 9569342       4.9959
 9323462       4.9960
 9324902       4.9961
 8741166       4.9968
 7072815       4.9969
 6016468       4.9972
 7276289       4.9976
 7078522       4.9977
 3685558       4.9979
 3807268       4.9980
10947407       4.9981
 9293660       4.9983
 7902887       4.9987
 9300860       4.9991
10947425       4.9992
 9470730       4.9997
10543670       4.9998
 3708028       5.0000
 3711701       5.0001
 9300940       5.0002
 9470863       5.0008
 3783210       5.0012
 8579296       5.0013
 8579314       5.0024
 3788422       5.0026
10917327       5.0030
10510423       5.0031
 9324261       5.0034
 3782868       5.0035
 8753839       5.0036
 7078574       5.0037
 3685562       5.0039
10917726       5.0041
10510502       5.0042
10927350       5.0044
 9324314       5.0045
 3685902       5.0046
 8599793       5.0053
10927368       5.0055
10947656       5.0059
 3711715       5.0061
 8599917       5.0064
 7276494       5.0067
10947665       5.0071
 8586632       5.0077
10539383       5.0078
 8579689       5.0084
 3788433       5.0086
 8586266       5.0088
10508181       5.0092
 3782877       5.0095
 7683870       5.0096
 9561390       5.0099
10908580       5.0101
 3903841       5.0102
10508341       5.0103
 3687288       5.0105
 3685906       5.0106
 9465120       5.0108
10908669       5.0112
 3788522       5.0119
 7276503       5.0126
 9576436       5.0130
 8859482       5.0132
 8859518       5.0143
 8779827       5.0146
10882910       5.0150
10947266       5.0152
 3685340       5.0155
 8779862       5.0157
 8598051       5.0159
10882928       5.0161
10947283       5.0164
 3687306       5.0165
 8598175       5.0170
 4195622       5.0174
 4171682       5.0176
 3687787       5.0177
 8753855       5.0180
10536377       5.0182
 8599794       5.0186
 7449094       5.0188
 9565083       5.0196
 8599918       5.0197
 9565110       5.0207
 3685346       5.0215
10882768       5.0225
 3685776       5.0226
 8861474       5.0228
10927207       5.0231
 4195358       5.0235
 3687805       5.0236
 8602335       5.0237
 8861509       5.0239
10927226       5.0242
 9465139       5.0246
 7449112       5.0248
10536928       5.0249
 8599797       5.0250
 3613565       5.0256
 9465111       5.0257
10536946       5.0260
 8599923       5.0261
 8586105       5.0264
 8066047       5.0268
 8580544       5.0275
 5225558       5.0276
 8066066       5.0279
10882483       5.0280
 3685781       5.0286
10537784       5.0287
 3687040       5.0290
 8598052       5.0291
 3613278       5.0293
10537891       5.0298
 4826301       5.0300
 8598177       5.0303
10890826       5.0309
 3613598       5.0315
 9587343       5.0316
 4193436       5.0317
 3682604       5.0319
10908758       5.0322
 9587335       5.0327
 8863316       5.0328
 8601535       5.0329
 5225238       5.0331
 6008042       5.0332
10908847       5.0333
 5225576       5.0335
 8863307       5.0339
 8601589       5.0340
 8858985       5.0341
 9598592       5.0343
 9599544       5.0345
10890598       5.0349
 3687058       5.0350
 8859002       5.0352
 3613291       5.0353
 9598601       5.0354
 4826093       5.0356
 9599921       5.0357
 8577981       5.0358
10890626       5.0360
 8598180       5.0367
 3687537       5.0369
10882946       5.0372
 3682613       5.0378
 5224598       5.0379
 8381288       5.0380
10882964       5.0383
 5225273       5.0390
 6008096       5.0391
10540770       5.0394
 4171523       5.0395
 4193330       5.0396
 8092786       5.0397
 3683101       5.0406
 8092821       5.0408
 4050788       5.0410
 6008843       5.0411
 8080493       5.0413
 6008204       5.0414
 9608319       5.0417
 8080510       5.0424
 9563590       5.0425
 3687555       5.0429
 9622265       5.0434
 8863423       5.0435
 9563617       5.0436
 8860478       5.0438
 5224669       5.0439
 9622274       5.0445
 8863449       5.0446
 9597952       5.0447
 8860513       5.0449
 8578194       5.0450
10480203       5.0453
 6009696       5.0454
10882821       5.0457
 9597980       5.0458
 8578207       5.0461
10480213       5.0464
 3683109       5.0465
 4050823       5.0469
 6008896       5.0471
 6008284       5.0474
 6009803       5.0477
 6010443       5.0479
 3806763       5.0482
 8603899       5.0485
 9596686       5.0488
 6009003       5.0494
 3682355       5.0499
10913451       5.0500
10882554       5.0501
 4171843       5.0503
 7892113       5.0510
10882589       5.0512
 8753923       5.0513
10931997       5.0517
10890839       5.0518
 7892126       5.0521
 7891793       5.0527
 9607567       5.0528
10890852       5.0529
 6009883       5.0536
 6010497       5.0538
 9607605       5.0539
10479776       5.0545
 8864293       5.0546
10508183       5.0548
 8752221       5.0550
 6009083       5.0553
 4050431       5.0556
 8864319       5.0557
 3682364       5.0558
10508344       5.0559
 6010604       5.0561
10908583       5.0562
 9553158       5.0569
 3806812       5.0570
10908672       5.0573
 8381128       5.0576
 7901704       5.0577
 9553291       5.0580
 8381608       5.0581
 8603028       5.0582
 7889890       5.0583
 4287523       5.0585
 8381141       5.0587
 8863653       5.0588
 9599446       5.0589
 3682852       5.0591
 8381621       5.0592
 3693978       5.0593
 7890123       5.0594
 7901329       5.0597
 8863693       5.0599
 9599468       5.0600
10947904       5.0604
 4050449       5.0615
 8749275       5.0617
 8603776       5.0619
 6010683       5.0620
10520556       5.0624
10479991       5.0627
 8603900       5.0630
10520662       5.0635
10479999       5.0638
 3806784       5.0641
 4287526       5.0644
 9993178       5.0649
 3682861       5.0650
 3693995       5.0652
 4171154       5.0656
 9993195       5.0660
 4233512       5.0665
10515061       5.0667
 7902642       5.0669
 7902252       5.0670
 8752247       5.0677
 9543204       5.0679
 8603779       5.0681
 8863973       5.0684
 9543104       5.0690
 8603903       5.0692
 8864012       5.0695
 7266152       5.0701
10921665       5.0704
 9596581       5.0706
10923998       5.0715
 9596598       5.0717
 7902074       5.0720
 8752141       5.0726
10519276       5.0728
10913531       5.0731
10519382       5.0739
 9526033       5.0740
 8741266       5.0743
 9526042       5.0751
 7266707       5.0760
 3693666       5.0777
10947762       5.0778
 8777054       5.0780
10908761       5.0781
 9467794       5.0785
 8381461       5.0788
10908545       5.0789
 8777107       5.0791
10908850       5.0792
 9467832       5.0796
10908483       5.0800
 9596793       5.0813
 9545424       5.0816
 7456794       5.0821
 9596811       5.0824
 4118618       5.0827
 3693684       5.0836
 8580739       5.0838
10908493       5.0840
 3899441       5.0845
10948047       5.0848
 4748989       5.0850
10908726       5.0851
10537496       5.0857
10948065       5.0859
 9599979       5.0863
10537514       5.0868
10524610       5.0870
 9600005       5.0874
 3711802       5.0876
 7457061       5.0880
10524788       5.0881
 4118627       5.0886
 8613132       5.0887
 8746110       5.0890
 8862468       5.0891
 8578675       5.0898
 8047108       5.0900
 8862487       5.0902
 3807218       5.0903
10581469       5.0905
 8578689       5.0909
 8046109       5.0911
 4748421       5.0915
 3899654       5.0916
 9543097       5.0926
 3711702       5.0935
 9543176       5.0937
10947552       5.0939
 4106001       5.0942
 8753023       5.0945
10947685       5.0950
 8754149       5.0955
 5510180       5.0956
 3807215       5.0961
 5241753       5.0964
 3683785       5.0967
10876392       5.0970
10523330       5.0974
10916453       5.0978
 3626546       5.0979
10876569       5.0981
 5236952       5.0984
10523437       5.0985
 5508739       5.0994
10524611       5.1000
 4106014       5.1001
 4748704       5.1002
 5221279       5.1005
 8753017       5.1006
 4768130       5.1007
 8578356       5.1010
10524789       5.1011
10503242       5.1012
 5510259       5.1015
 3625613       5.1016
 8010661       5.1018
 8578369       5.1021
10503509       5.1022
 5242286       5.1023
10948573       5.1025
 3683795       5.1026
 8104079       5.1028
 8010688       5.1029
 8586257       5.1034
10948586       5.1036
 3626627       5.1037
 3684657       5.1038
 5232153       5.1039
10531257       5.1040
 9598628       5.1041
 5237486       5.1043
10537230       5.1045
 9598637       5.1051
 5508821       5.1052
 3713579       5.1055
 5219378       5.1056
 4748135       5.1062
 5221296       5.1064
 3625694       5.1075
 8578515       5.1088
 3856422       5.1089
 3684665       5.1096
 5232687       5.1098
 8578528       5.1099
 8753887       5.1100
 3899548       5.1106
 5219057       5.1107
 8737879       5.1108
 4766175       5.1109
 9548696       5.1111
 3700666       5.1114
 5219413       5.1115
10947053       5.1117
10512741       5.1122
10573469       5.1123
 8010875       5.1124
10506902       5.1125
 8586400       5.1128
 8615371       5.1133
10577469       5.1134
 8010901       5.1135
10506928       5.1136
 4072392       5.1139
10529178       5.1142
 9598059       5.1143
 8615452       5.1144
